"BRAND_ID","BRAND_NAME","COUNTRY_CODE"
1,현대,KOR
3,Volkswagen,GER
2,Audi,GER
20001,Genesis,KOR
20002,기아,KOR
20003,BMW,GER
40001,쉐보레,KOR
40002,르노,KOR
40003,포드,USA
40004,지프,USA
40005,토요타,JPN
60002,Tesla,USA
60003,Bentley,UK
60001,Mercedes-Benz,GER
60004,Lamborghini,IT
60005,롤스로이스,UK
60006,마세라티,IT
60007,볼보,SWE
60009,"1234",KOR
60012,"4432",KOR
